Date,T-BILL1Y,Value
17/01/2014,2.243861,0
20/01/2014,2.241943,0
21/01/2014,2.239747,0
22/01/2014,2.242358,1
23/01/2014,2.24988,1
24/01/2014,2.252369,1
27/01/2014,2.257943,1
28/01/2014,2.260728,1
29/01/2014,2.259493,0
30/01/2014,2.25967,1
31/01/2014,2.259715,1
03/02/2014,2.261613,1
04/02/2014,2.257,0
05/02/2014,2.254693,0
06/02/2014,2.25354,0
07/02/2014,2.252963,0
10/02/2014,2.252675,0
11/02/2014,2.250058,0
12/02/2014,2.248132,0
13/02/2014,2.246173,0
17/02/2014,2.241704,0
18/02/2014,2.242101,1
19/02/2014,2.242299,1
20/02/2014,2.243147,1
21/02/2014,2.24035,0
24/02/2014,2.243546,1
25/02/2014,2.243508,0
26/02/2014,2.242258,0
27/02/2014,2.241722,0
28/02/2014,2.241589,0
03/03/2014,2.235357,0
04/03/2014,2.200461,0
05/03/2014,2.190879,0
06/03/2014,2.186319,0
07/03/2014,2.175286,0
10/03/2014,2.171291,0
11/03/2014,2.174003,1
12/03/2014,2.132444,0
13/03/2014,2.12595,0
14/03/2014,2.103994,0
17/03/2014,2.096571,0
18/03/2014,2.094716,0
19/03/2014,2.093711,0
20/03/2014,2.093931,1
21/03/2014,2.093416,0
24/03/2014,2.093757,1
25/03/2014,2.093351,0
26/03/2014,2.097419,1
27/03/2014,2.09658,0
28/03/2014,2.096265,0
31/03/2014,2.094292,0
01/04/2014,2.092315,0
02/04/2014,2.091573,0
03/04/2014,2.088857,0
04/04/2014,2.089052,1
08/04/2014,2.090216,1
09/04/2014,2.090604,1
10/04/2014,2.08815,0
11/04/2014,2.087716,0
16/04/2014,2.088512,1
17/04/2014,2.085708,0
18/04/2014,2.087779,1
21/04/2014,2.084293,0
22/04/2014,2.083131,0
23/04/2014,2.079445,0
24/04/2014,2.074917,0
25/04/2014,2.06131,0
28/04/2014,2.055468,0
29/04/2014,2.055983,1
30/04/2014,2.056812,1
02/05/2014,2.055439,0
06/05/2014,2.053881,0
07/05/2014,2.054462,1
08/05/2014,2.054486,1
09/05/2014,2.055042,1
12/05/2014,2.057494,1
14/05/2014,2.057266,0
15/05/2014,2.056282,0
16/05/2014,2.055845,0
19/05/2014,2.055651,0
20/05/2014,2.054887,0
21/05/2014,2.055225,1
22/05/2014,2.055375,1
23/05/2014,2.055442,1
26/05/2014,2.056572,1
27/05/2014,2.061209,1
28/05/2014,2.063534,1
29/05/2014,2.064567,1
30/05/2014,2.063359,0
02/06/2014,2.06394,1
03/06/2014,2.066449,1
04/06/2014,2.068063,1
05/06/2014,2.069879,1
06/06/2014,2.071787,1
09/06/2014,2.073734,1
10/06/2014,2.075213,1
11/06/2014,2.075257,1
12/06/2014,2.075276,1
13/06/2014,2.075285,1
16/06/2014,2.075398,1
17/06/2014,2.075889,1
18/06/2014,2.076107,1
19/06/2014,2.076204,1
20/06/2014,2.078997,1
23/06/2014,2.097918,1
24/06/2014,2.104042,1
25/06/2014,2.106764,1
26/06/2014,2.107974,1
27/06/2014,2.109611,1
30/06/2014,2.126758,1
02/07/2014,2.135551,1
03/07/2014,2.142758,1
04/07/2014,2.144861,1
07/07/2014,2.143597,0
08/07/2014,2.142486,0
09/07/2014,2.139365,0
10/07/2014,2.136757,0
14/07/2014,2.133607,0
15/07/2014,2.130358,0
16/07/2014,2.128176,0
17/07/2014,2.126287,0
18/07/2014,2.123798,0
21/07/2014,2.123241,0
22/07/2014,2.113709,0
23/07/2014,2.106662,0
24/07/2014,2.102431,0
25/07/2014,2.10055,0
28/07/2014,2.101913,1
29/07/2014,2.104719,1
30/07/2014,2.108164,1
31/07/2014,2.10741,0
01/08/2014,2.106991,0
04/08/2014,2.107858,1
05/08/2014,2.10834,1
06/08/2014,2.109774,1
07/08/2014,2.110252,1
08/08/2014,2.109524,0
13/08/2014,2.1103,1
14/08/2014,2.110645,1
15/08/2014,2.110799,1
18/08/2014,2.110867,1
19/08/2014,2.111141,1
20/08/2014,2.109919,0
21/08/2014,2.109268,0
22/08/2014,2.109087,0
25/08/2014,2.109006,0
26/08/2014,2.11007,1
27/08/2014,2.109443,0
28/08/2014,2.109165,0
29/08/2014,2.109041,0
01/09/2014,2.110086,1
02/09/2014,2.111988,1
03/09/2014,2.111395,0
04/09/2014,2.110032,0
05/09/2014,2.109427,0
08/09/2014,2.108058,0
09/09/2014,2.108647,1
10/09/2014,2.108811,1
11/09/2014,2.108884,1
12/09/2014,2.112221,1
15/09/2014,2.112599,1
16/09/2014,2.111667,0
17/09/2014,2.110153,0
18/09/2014,2.10948,0
19/09/2014,2.109181,0
22/09/2014,2.107896,0
23/09/2014,2.106944,0
24/09/2014,2.106954,1
25/09/2014,2.106959,1
26/09/2014,2.106961,1
29/09/2014,2.106714,0
30/09/2014,2.106852,1
01/10/2014,2.106127,0
02/10/2014,2.106904,1
03/10/2014,2.107137,1
06/10/2014,2.106241,0
07/10/2014,2.105882,0
08/10/2014,2.105739,0
09/10/2014,2.105187,0
10/10/2014,2.105623,1
13/10/2014,2.105755,1
14/10/2014,2.105807,1
15/10/2014,2.105828,1
16/10/2014,2.106512,1
17/10/2014,2.105372,0
20/10/2014,2.104284,0
21/10/2014,2.105937,1
22/10/2014,2.105385,0
24/10/2014,2.106154,1
27/10/2014,2.106462,1
28/10/2014,2.109554,1
29/10/2014,2.11178,1
30/10/2014,2.112671,1
31/10/2014,2.112532,0
03/11/2014,2.110003,0
04/11/2014,2.106905,0
05/11/2014,2.098845,0
06/11/2014,2.097439,0
07/11/2014,2.096048,0
10/11/2014,2.096481,1
11/11/2014,2.094061,0
12/11/2014,2.090124,0
13/11/2014,2.08756,0
14/11/2014,2.087523,0
17/11/2014,2.086583,0
18/11/2014,2.081451,0
19/11/2014,2.077931,0
20/11/2014,2.074896,0
21/11/2014,2.072006,0
24/11/2014,2.055036,0
25/11/2014,2.035361,0
26/11/2014,2.030084,0
27/11/2014,2.022925,0
28/11/2014,2.020094,0
01/12/2014,2.010027,0
02/12/2014,2.002829,0
03/12/2014,1.997421,0
04/12/2014,1.995799,0
08/12/2014,1.993827,0
09/12/2014,1.992613,0
11/12/2014,1.991881,0
12/12/2014,1.994805,1
15/12/2014,1.993024,0
16/12/2014,1.992489,0
17/12/2014,1.997227,1
18/12/2014,1.999332,1
19/12/2014,2.006967,1
22/12/2014,2.013912,1
23/12/2014,2.023221,1
24/12/2014,2.036053,1
25/12/2014,2.039205,1
26/12/2014,2.039476,1
29/12/2014,2.042916,1
30/12/2014,2.041951,0
05/01/2015,2.030711,0
06/01/2015,2.002625,0
07/01/2015,1.988429,0
08/01/2015,1.983694,0
09/01/2015,1.982618,0
12/01/2015,1.979217,0
13/01/2015,1.973999,0
14/01/2015,1.971808,0
15/01/2015,1.970932,0
16/01/2015,1.97262,1
19/01/2015,1.975218,1
20/01/2015,1.97426,0
21/01/2015,1.974276,1
22/01/2015,1.974284,1
23/01/2015,1.972409,0
26/01/2015,1.971866,0
27/01/2015,1.969753,0
28/01/2015,1.985083,1
29/01/2015,1.990105,1
30/01/2015,1.992114,1
02/02/2015,1.993114,1
03/02/2015,1.992624,0
04/02/2015,1.992576,0
05/02/2015,1.993543,1
06/02/2015,1.993687,1
09/02/2015,1.995088,1
10/02/2015,1.998563,1
11/02/2015,1.999605,1
12/02/2015,2.000325,1
13/02/2015,2.001108,1
16/02/2015,2.003552,1
17/02/2015,2.001803,0
18/02/2015,2.001919,1
19/02/2015,2.001977,1
20/02/2015,2.001016,0
23/02/2015,2.000535,0
24/02/2015,2.000295,0
25/02/2015,2.000175,0
26/02/2015,1.997132,0
27/02/2015,1.992944,0
02/03/2015,1.972175,0
03/03/2015,1.966935,0
05/03/2015,1.956764,0
06/03/2015,1.954757,0
09/03/2015,1.958939,1
10/03/2015,1.961338,1
11/03/2015,1.834632,0
12/03/2015,1.783095,0
13/03/2015,1.781311,0
16/03/2015,1.781053,0
17/03/2015,1.781841,1
18/03/2015,1.781916,1
19/03/2015,1.780823,0
20/03/2015,1.779621,0
23/03/2015,1.779467,0
24/03/2015,1.779398,0
25/03/2015,1.779212,0
26/03/2015,1.776201,0
27/03/2015,1.771243,0
30/03/2015,1.771243,1
31/03/2015,1.769756,0
01/04/2015,1.76585,0
02/04/2015,1.765598,0
03/04/2015,1.765573,0
07/04/2015,1.75764,0
08/04/2015,1.758829,1
09/04/2015,1.755397,0
10/04/2015,1.750989,0
16/04/2015,1.745949,0
17/04/2015,1.740984,0
20/04/2015,1.73721,0
21/04/2015,1.730554,0
22/04/2015,1.728373,0
23/04/2015,1.728155,0
24/04/2015,1.725216,0
27/04/2015,1.720922,0
28/04/2015,1.722282,1
29/04/2015,1.580787,0
30/04/2015,1.531171,0
06/05/2015,1.52687,0
07/05/2015,1.52812,1
08/05/2015,1.526385,0
11/05/2015,1.527247,1
12/05/2015,1.526425,0
13/05/2015,1.526396,0
14/05/2015,1.524185,0
15/05/2015,1.522751,0
18/05/2015,1.522014,0
19/05/2015,1.516904,0
20/05/2015,1.513592,0
21/05/2015,1.510117,0
22/05/2015,1.502341,0
25/05/2015,1.495823,0
26/05/2015,1.489622,0
27/05/2015,1.485031,0
28/05/2015,1.481645,0
29/05/2015,1.48068,0
02/06/2015,1.463098,0
03/06/2015,1.475142,1
04/06/2015,1.4836,1
05/06/2015,1.486583,1
08/06/2015,1.486973,1
09/06/2015,1.487012,1
10/06/2015,1.488109,1
11/06/2015,1.489789,1
12/06/2015,1.489965,1
15/06/2015,1.491028,1
16/06/2015,1.491689,1
17/06/2015,1.492517,1
18/06/2015,1.492958,1
19/06/2015,1.493091,1
22/06/2015,1.492023,0
23/06/2015,1.490729,0
24/06/2015,1.49047,0
25/06/2015,1.490237,0
26/06/2015,1.492129,1
29/06/2015,1.492697,1
30/06/2015,1.493113,1
02/07/2015,1.494047,1
03/07/2015,1.494287,1
06/07/2015,1.494399,1
07/07/2015,1.492443,0
08/07/2015,1.489675,0
09/07/2015,1.480903,0
10/07/2015,1.47414,0
13/07/2015,1.468576,0
14/07/2015,1.458995,0
15/07/2015,1.45903,1
16/07/2015,1.458966,0
17/07/2015,1.458953,0
20/07/2015,1.458876,0
21/07/2015,1.456536,0
22/07/2015,1.454813,0
23/07/2015,1.459612,1
24/07/2015,1.458586,0
27/07/2015,1.454906,0
28/07/2015,1.451777,0
29/07/2015,1.45216,1
31/07/2015,1.454575,1
03/08/2015,1.451727,0
04/08/2015,1.444208,0
05/08/2015,1.448661,1
06/08/2015,1.451537,1
07/08/2015,1.45112,0
10/08/2015,1.454056,1
11/08/2015,1.454587,1
13/08/2015,1.455648,1
14/08/2015,1.453927,0
17/08/2015,1.452591,0
18/08/2015,1.45133,0
19/08/2015,1.450085,0
20/08/2015,1.449371,0
21/08/2015,1.452207,1
24/08/2015,1.458731,1
25/08/2015,1.465368,1
26/08/2015,1.467855,1
27/08/2015,1.470338,1
28/08/2015,1.47555,1
31/08/2015,1.476866,1
01/09/2015,1.480614,1
02/09/2015,1.480596,0
03/09/2015,1.480365,0
04/09/2015,1.480955,1
07/09/2015,1.482815,1
08/09/2015,1.492943,1
09/09/2015,1.495981,1
10/09/2015,1.496589,1
11/09/2015,1.497367,1
14/09/2015,1.496316,0
15/09/2015,1.498288,1
16/09/2015,1.499161,1
17/09/2015,1.498864,0
18/09/2015,1.499247,1
21/09/2015,1.499841,1
22/09/2015,1.503014,1
23/09/2015,1.503965,1
24/09/2015,1.50534,1
25/09/2015,1.508634,1
28/09/2015,1.509788,1
29/09/2015,1.514399,1
30/09/2015,1.513833,0
01/10/2015,1.513166,0
02/10/2015,1.51247,0
05/10/2015,1.510094,0
06/10/2015,1.508129,0
07/10/2015,1.504507,0
08/10/2015,1.501945,0
09/10/2015,1.481057,0
12/10/2015,1.483978,1
13/10/2015,1.481788,0
14/10/2015,1.479036,0
15/10/2015,1.479107,1
16/10/2015,1.479121,1
19/10/2015,1.480914,1
20/10/2015,1.486236,1
21/10/2015,1.487609,1
22/10/2015,1.488568,1
26/10/2015,1.490698,1
27/10/2015,1.490755,1
28/10/2015,1.492128,1
29/10/2015,1.493932,1
30/10/2015,1.495083,1
02/11/2015,1.494531,0
03/11/2015,1.494413,0
04/11/2015,1.494437,1
05/11/2015,1.495434,1
06/11/2015,1.495736,1
09/11/2015,1.496819,1
10/11/2015,1.497144,1
11/11/2015,1.497209,1
12/11/2015,1.497261,1
13/11/2015,1.49656,0
16/11/2015,1.496144,0
17/11/2015,1.498542,1
18/11/2015,1.49915,1
19/11/2015,1.499875,1
20/11/2015,1.500117,1
23/11/2015,1.499622,0
24/11/2015,1.499474,0
25/11/2015,1.49597,0
26/11/2015,1.496262,1
27/11/2015,1.494992,0
30/11/2015,1.496723,1
01/12/2015,1.498604,1
02/12/2015,1.49898,1
03/12/2015,1.499273,1
04/12/2015,1.501481,1
08/12/2015,1.502829,1
09/12/2015,1.503259,1
11/12/2015,1.502507,0
14/12/2015,1.502357,0
15/12/2015,1.503566,1
16/12/2015,1.504171,1
17/12/2015,1.506298,1
18/12/2015,1.50722,1
21/12/2015,1.50493,0
22/12/2015,1.504044,0
23/12/2015,1.503602,0
24/12/2015,1.502057,0
25/12/2015,1.501494,0
28/12/2015,1.499638,0
29/12/2015,1.49799,0
30/12/2015,1.496503,0
04/01/2016,1.494589,0
05/01/2016,1.497585,1
06/01/2016,1.49506,0
07/01/2016,1.4946,0
08/01/2016,1.494469,0
11/01/2016,1.495282,1
12/01/2016,1.492795,0
13/01/2016,1.491328,0
14/01/2016,1.483771,0
15/01/2016,1.47118,0
18/01/2016,1.462075,0
19/01/2016,1.475187,1
20/01/2016,1.474122,0
21/01/2016,1.467935,0
22/01/2016,1.464182,0
25/01/2016,1.46084,0
26/01/2016,1.461352,1
27/01/2016,1.459607,0
28/01/2016,1.456129,0
29/01/2016,1.455079,0
01/02/2016,1.452341,0
02/02/2016,1.452029,0
03/02/2016,1.448575,0
04/02/2016,1.446927,0
05/02/2016,1.445141,0
08/02/2016,1.444851,0
09/02/2016,1.44481,0
10/02/2016,1.437718,0
11/02/2016,1.413015,0
12/02/2016,1.414022,1
15/02/2016,1.416013,1
16/02/2016,1.425324,1
17/02/2016,1.431251,1
18/02/2016,1.431354,1
19/02/2016,1.436143,1
23/02/2016,1.440432,1
24/02/2016,1.442992,1
25/02/2016,1.444507,1
26/02/2016,1.44481,1
29/02/2016,1.44481,1
01/03/2016,1.434881,0
02/03/2016,1.429916,0
03/03/2016,1.426607,0
04/03/2016,1.422588,0
07/03/2016,1.410707,0
08/03/2016,1.405875,0
09/03/2016,1.402929,0
10/03/2016,1.40182,0
11/03/2016,1.397694,0
14/03/2016,1.396167,0
15/03/2016,1.395536,0
16/03/2016,1.394013,0
17/03/2016,1.38606,0
18/03/2016,1.362646,0
21/03/2016,1.354229,0
22/03/2016,1.356537,1
23/03/2016,1.357309,1
24/03/2016,1.3688,1
25/03/2016,1.37428,1
28/03/2016,1.381126,1
29/03/2016,1.390427,1
30/03/2016,1.389661,0
31/03/2016,1.385526,0
01/04/2016,1.3803,0
04/04/2016,1.374681,0
05/04/2016,1.369509,0
07/04/2016,1.363897,0
08/04/2016,1.362391,0
11/04/2016,1.359904,0
12/04/2016,1.35655,0
18/04/2016,1.354455,0
19/04/2016,1.353558,0
20/04/2016,1.351845,0
21/04/2016,1.358833,1
22/04/2016,1.3589,1
25/04/2016,1.359135,1
26/04/2016,1.372532,1
27/04/2016,1.376717,1
28/04/2016,1.37684,1
29/04/2016,1.384162,1
03/05/2016,1.387773,1
04/05/2016,1.384599,0
09/05/2016,1.37874,0
10/05/2016,1.379014,1
11/05/2016,1.379324,1
12/05/2016,1.379392,1
13/05/2016,1.379921,1
16/05/2016,1.381291,1
17/05/2016,1.416866,1
18/05/2016,1.433108,1
19/05/2016,1.45332,1
23/05/2016,1.460465,1
24/05/2016,1.474167,1
25/05/2016,1.47455,1
26/05/2016,1.483889,1
27/05/2016,1.486288,1
30/05/2016,1.486083,0
31/05/2016,1.490903,1
01/06/2016,1.494164,1
02/06/2016,1.493756,0
03/06/2016,1.493399,0
06/06/2016,1.492588,0
07/06/2016,1.490865,0
08/06/2016,1.486987,0
09/06/2016,1.468946,0
10/06/2016,1.456305,0
13/06/2016,1.452896,0
14/06/2016,1.452789,0
15/06/2016,1.452479,0
16/06/2016,1.453926,1
17/06/2016,1.451929,0
20/06/2016,1.449839,0
21/06/2016,1.445337,0
22/06/2016,1.448169,1
23/06/2016,1.44997,1
24/06/2016,1.446721,0
27/06/2016,1.442646,0
28/06/2016,1.456352,1
29/06/2016,1.460354,1
30/06/2016,1.46123,1
04/07/2016,1.45723,0
05/07/2016,1.456975,0
06/07/2016,1.456787,0
07/07/2016,1.453017,0
08/07/2016,1.449096,0
11/07/2016,1.445137,0
12/07/2016,1.449815,1
13/07/2016,1.447297,0
14/07/2016,1.446115,0
15/07/2016,1.446501,1
20/07/2016,1.449204,1
21/07/2016,1.450128,1
22/07/2016,1.452965,1
25/07/2016,1.462113,1
26/07/2016,1.466758,1
27/07/2016,1.46916,1
28/07/2016,1.470133,1
29/07/2016,1.469844,0
01/08/2016,1.463479,0
02/08/2016,1.460522,0
03/08/2016,1.456416,0
04/08/2016,1.455406,0
05/08/2016,1.453998,0
08/08/2016,1.45567,1
09/08/2016,1.462038,1
10/08/2016,1.464374,1
11/08/2016,1.466571,1
15/08/2016,1.471285,1
16/08/2016,1.473394,1
17/08/2016,1.47417,1
18/08/2016,1.474473,1
19/08/2016,1.475199,1
22/08/2016,1.474869,0
23/08/2016,1.47747,1
24/08/2016,1.477259,0
25/08/2016,1.478114,1
26/08/2016,1.477832,0
29/08/2016,1.478072,1
30/08/2016,1.485886,1
31/08/2016,1.48995,1
01/09/2016,1.490899,1
02/09/2016,1.49394,1
05/09/2016,1.495561,1
06/09/2016,1.496091,1
07/09/2016,1.495727,0
08/09/2016,1.494772,0
09/09/2016,1.494488,0
12/09/2016,1.494457,0
13/09/2016,1.49445,0
14/09/2016,1.494447,0
15/09/2016,1.494447,1
16/09/2016,1.494447,1
19/09/2016,1.495068,1
20/09/2016,1.497208,1
21/09/2016,1.497991,1
22/09/2016,1.498754,1
23/09/2016,1.498406,0
26/09/2016,1.497174,0
27/09/2016,1.497983,1
28/09/2016,1.498309,1
29/09/2016,1.498391,1
30/09/2016,1.498411,1
03/10/2016,1.498413,1
04/10/2016,1.497173,0
05/10/2016,1.496742,0
06/10/2016,1.495448,0
07/10/2016,1.496278,1
10/10/2016,1.496394,1
11/10/2016,1.496408,1
12/10/2016,1.496429,1
13/10/2016,1.496432,1
14/10/2016,1.495191,0
17/10/2016,1.494664,0
18/10/2016,1.494478,0
19/10/2016,1.494457,0
20/10/2016,1.494451,0
21/10/2016,1.494449,0
25/10/2016,1.49817,1
26/10/2016,1.499269,1
27/10/2016,1.500788,1
28/10/2016,1.500655,0
31/10/2016,1.501086,1
01/11/2016,1.500388,0
02/11/2016,1.50102,1
03/11/2016,1.500681,0
04/11/2016,1.501381,1
07/11/2016,1.501392,1
08/11/2016,1.500773,0
09/11/2016,1.500495,0
10/11/2016,1.501046,1
11/11/2016,1.502055,1
14/11/2016,1.504042,1
15/11/2016,1.505531,1
16/11/2016,1.505841,1
17/11/2016,1.506105,1
18/11/2016,1.507241,1
21/11/2016,1.506528,0
22/11/2016,1.506315,0
23/11/2016,1.506288,0
24/11/2016,1.505044,0
25/11/2016,1.504611,0
28/11/2016,1.504487,0
29/11/2016,1.505628,1
30/11/2016,1.507756,1
01/12/2016,1.510131,1
02/12/2016,1.512041,1
06/12/2016,1.523693,1
07/12/2016,1.530236,1
08/12/2016,1.530682,1
09/12/2016,1.532519,1
13/12/2016,1.54114,1
14/12/2016,1.543334,1
15/12/2016,1.547973,1
16/12/2016,1.551746,1
19/12/2016,1.555195,1
20/12/2016,1.557991,1
21/12/2016,1.558713,1
22/12/2016,1.559547,1
23/12/2016,1.559229,0
26/12/2016,1.559025,0
27/12/2016,1.558966,0
28/12/2016,1.552757,0
29/12/2016,1.537715,0
30/12/2016,1.532609,0
04/01/2017,1.531036,0
05/01/2017,1.530743,0
06/01/2017,1.526823,0
09/01/2017,1.524843,0
10/01/2017,1.521579,0
11/01/2017,1.525117,1
12/01/2017,1.520772,0
13/01/2017,1.520818,1
16/01/2017,1.521428,1
17/01/2017,1.522595,1
18/01/2017,1.519411,0
19/01/2017,1.522404,1
20/01/2017,1.522508,1
23/01/2017,1.521607,0
24/01/2017,1.521397,0
25/01/2017,1.521373,0
26/01/2017,1.522157,1
27/01/2017,1.519737,0
30/01/2017,1.51896,0
31/01/2017,1.518888,0
01/02/2017,1.519753,1
02/02/2017,1.521836,1
03/02/2017,1.52093,0
06/02/2017,1.519462,0
07/02/2017,1.519344,0
08/02/2017,1.518621,0
09/02/2017,1.518122,0
10/02/2017,1.519449,1
14/02/2017,1.518545,0
15/02/2017,1.51852,0
16/02/2017,1.517179,0
17/02/2017,1.516513,0
20/02/2017,1.515868,0
21/02/2017,1.517143,1
22/02/2017,1.517743,1
23/02/2017,1.516864,0
24/02/2017,1.517599,1
27/02/2017,1.516811,0
28/02/2017,1.518217,1
01/03/2017,1.519586,1
02/03/2017,1.519849,1
03/03/2017,1.519988,1
06/03/2017,1.520004,1
07/03/2017,1.520005,1
08/03/2017,1.520099,1
09/03/2017,1.520567,1
10/03/2017,1.52056,0
13/03/2017,1.522273,1
14/03/2017,1.534844,1
15/03/2017,1.540333,1
16/03/2017,1.5417,1
17/03/2017,1.542898,1
20/03/2017,1.542813,0
21/03/2017,1.544201,1
22/03/2017,1.544976,1
23/03/2017,1.547561,1
24/03/2017,1.549312,1
27/03/2017,1.552924,1
28/03/2017,1.552842,0
29/03/2017,1.550448,0
30/03/2017,1.549037,0
31/03/2017,1.545899,0
03/04/2017,1.534572,0
04/04/2017,1.518389,0
05/04/2017,1.516297,0
07/04/2017,1.510973,0
10/04/2017,1.512001,1
11/04/2017,1.511308,0
12/04/2017,1.509484,0
17/04/2017,1.506032,0
18/04/2017,1.505654,0
19/04/2017,1.504581,0
20/04/2017,1.505293,1
21/04/2017,1.504586,0
24/04/2017,1.503294,0
25/04/2017,1.504439,1
26/04/2017,1.503917,0
27/04/2017,1.502117,0
28/04/2017,1.49949,0
02/05/2017,1.500661,1
03/05/2017,1.497209,0
04/05/2017,1.499895,1
05/05/2017,1.498978,0
08/05/2017,1.499361,1
09/05/2017,1.498784,0
11/05/2017,1.500333,1
12/05/2017,1.49852,0
15/05/2017,1.500304,1
16/05/2017,1.498172,0
17/05/2017,1.497508,0
18/05/2017,1.497684,1
19/05/2017,1.497344,0
22/05/2017,1.497495,1
23/05/2017,1.497763,1
24/05/2017,1.498245,1
25/05/2017,1.498091,0
26/05/2017,1.497499,0
29/05/2017,1.497323,0
30/05/2017,1.498689,1
31/05/2017,1.497565,0
01/06/2017,1.49645,0
02/06/2017,1.497096,1
05/06/2017,1.497734,1
06/06/2017,1.493157,0
07/06/2017,1.488808,0
08/06/2017,1.488565,0
09/06/2017,1.488756,1
12/06/2017,1.487619,0
13/06/2017,1.486521,0
14/06/2017,1.486883,1
15/06/2017,1.486233,0
16/06/2017,1.486613,1
19/06/2017,1.485602,0
20/06/2017,1.485854,1
21/06/2017,1.484131,0
22/06/2017,1.482823,0
23/06/2017,1.483351,1
26/06/2017,1.482626,0
27/06/2017,1.482435,0
28/06/2017,1.48462,1
29/06/2017,1.485083,1
30/06/2017,1.484579,0
03/07/2017,1.48623,1
04/07/2017,1.486894,1
05/07/2017,1.486719,0
06/07/2017,1.482473,0
07/07/2017,1.479954,0
11/07/2017,1.479431,0
12/07/2017,1.477727,0
13/07/2017,1.475089,0
14/07/2017,1.472482,0
17/07/2017,1.467607,0
18/07/2017,1.458113,0
19/07/2017,1.450489,0
20/07/2017,1.448721,0
21/07/2017,1.446335,0
24/07/2017,1.442443,0
25/07/2017,1.440641,0
26/07/2017,1.440058,0
27/07/2017,1.439142,0
31/07/2017,1.431165,0
01/08/2017,1.423991,0
02/08/2017,1.414156,0
03/08/2017,1.399996,0
04/08/2017,1.393214,0
07/08/2017,1.382287,0
08/08/2017,1.381261,0
09/08/2017,1.374574,0
10/08/2017,1.374003,0
11/08/2017,1.377394,1
15/08/2017,1.414844,1
16/08/2017,1.431494,1
17/08/2017,1.435009,1
18/08/2017,1.437783,1
21/08/2017,1.443633,1
22/08/2017,1.443463,0
23/08/2017,1.44207,0
24/08/2017,1.444328,1
25/08/2017,1.445601,1
28/08/2017,1.446645,1
29/08/2017,1.446766,1
30/08/2017,1.447527,1
31/08/2017,1.446036,0
01/09/2017,1.44574,0
04/09/2017,1.445563,0
05/09/2017,1.443084,0
06/09/2017,1.441129,0
07/09/2017,1.439913,0
08/09/2017,1.438827,0
11/09/2017,1.435913,0
12/09/2017,1.431909,0
13/09/2017,1.432551,1
14/09/2017,1.431797,0
15/09/2017,1.430282,0
18/09/2017,1.42676,0
19/09/2017,1.422033,0
20/09/2017,1.41759,0
21/09/2017,1.415676,0
22/09/2017,1.417569,1
25/09/2017,1.414839,0
26/09/2017,1.416033,1
27/09/2017,1.41948,1
28/09/2017,1.422235,1
29/09/2017,1.422064,0
02/10/2017,1.426472,1
03/10/2017,1.428179,1
04/10/2017,1.432182,1
05/10/2017,1.432344,1
06/10/2017,1.432982,1
09/10/2017,1.434837,1
10/10/2017,1.429911,0
11/10/2017,1.423473,0
12/10/2017,1.420673,0
16/10/2017,1.41858,0
17/10/2017,1.414458,0
18/10/2017,1.41433,0
19/10/2017,1.413086,0
20/10/2017,1.411624,0
24/10/2017,1.411274,0
25/10/2017,1.409663,0
27/10/2017,1.408336,0
30/10/2017,1.408416,1
31/10/2017,1.406418,0
01/11/2017,1.40547,0
02/11/2017,1.403563,0
03/11/2017,1.402428,0
06/11/2017,1.397423,0
07/11/2017,1.398638,1
08/11/2017,1.396225,0
09/11/2017,1.39892,1
10/11/2017,1.409299,1
13/11/2017,1.422143,1
14/11/2017,1.428932,1
15/11/2017,1.430034,1
16/11/2017,1.429224,0
17/11/2017,1.428743,0
20/11/2017,1.431639,1
21/11/2017,1.432473,1
22/11/2017,1.435573,1
23/11/2017,1.437574,1
24/11/2017,1.435175,0
27/11/2017,1.436247,1
28/11/2017,1.441242,1
29/11/2017,1.441289,1
30/11/2017,1.44289,1
01/12/2017,1.443578,1
04/12/2017,1.453182,1
06/12/2017,1.457843,1
07/12/2017,1.458641,1
08/12/2017,1.459649,1
12/12/2017,1.463906,1
13/12/2017,1.465199,1
14/12/2017,1.465249,1
15/12/2017,1.465294,1
18/12/2017,1.464898,0
19/12/2017,1.463762,0
20/12/2017,1.456983,0
21/12/2017,1.453604,0
22/12/2017,1.451598,0
25/12/2017,1.449609,0
26/12/2017,1.439113,0
27/12/2017,1.431579,0
28/12/2017,1.427278,0
29/12/2017,1.42425,0
03/01/2018,1.425544,1
04/01/2018,1.422543,0
05/01/2018,1.41444,0
08/01/2018,1.410541,0
09/01/2018,1.420056,1
10/01/2018,1.422449,1
11/01/2018,1.419301,0
12/01/2018,1.416053,0
15/01/2018,1.414596,0
16/01/2018,1.413224,0
17/01/2018,1.414285,1
18/01/2018,1.413488,0
19/01/2018,1.411674,0
22/01/2018,1.413272,1
23/01/2018,1.414919,1
24/01/2018,1.413634,0
25/01/2018,1.415348,1
26/01/2018,1.416487,1
29/01/2018,1.418637,1
30/01/2018,1.418264,0
31/01/2018,1.415094,0
01/02/2018,1.413837,0
02/02/2018,1.41475,1
05/02/2018,1.413976,0
06/02/2018,1.412213,0
07/02/2018,1.410256,0
08/02/2018,1.407957,0
09/02/2018,1.406876,0
12/02/2018,1.407049,1
13/02/2018,1.408271,1
14/02/2018,1.40784,0
15/02/2018,1.408508,1
16/02/2018,1.407841,0
19/02/2018,1.406879,0
