Date,Open,High,Low,Close,Adj Close,Volume
2019-04-04,6381.000000,6738.600098,6325.000000,6679.000000,6679.000000,1069091
2019-04-05,6679.000000,6899.899902,6544.899902,6670.799805,6670.799805,749716
2019-04-06,6670.799805,6848.100098,6663.600098,6808.399902,6808.399902,475435
2019-04-07,6808.399902,7000.000000,6721.899902,6999.899902,6999.899902,706805
2019-04-08,6999.899902,6999.899902,6800.000000,6932.600098,6932.600098,539599
2019-04-09,6932.600098,7254.899902,6905.799805,7086.000000,7086.000000,479976
2019-04-10,7086.000000,7086.000000,6700.000000,6811.600098,6811.600098,956144
2019-04-11,6811.600098,6820.000000,6628.100098,6810.899902,6810.899902,516925
2019-04-12,6810.899902,6870.700195,6736.000000,6828.299805,6828.299805,168709
2019-04-13,6828.299805,6945.299805,6748.000000,6904.899902,6904.899902,301734
2019-04-14,6904.899902,6939.799805,6700.000000,6820.200195,6820.200195,553906
2019-04-15,6820.200195,7001.600098,6775.500000,6999.799805,6999.799805,543248
2019-04-16,6999.799805,7082.600098,6945.000000,7012.500000,7012.500000,839285
2019-04-17,7012.500000,7185.799805,7012.500000,7151.799805,7151.799805,534798
2019-04-18,7151.799805,7224.899902,7082.299805,7199.899902,7199.899902,423997
2019-04-19,7199.899902,7230.000000,7130.000000,7167.399902,7167.399902,419607
2019-04-20,7167.399902,7228.799805,7050.200195,7177.100098,7177.100098,154775
2019-04-21,7177.100098,7284.799805,7075.200195,7206.700195,7206.700195,425183
2019-04-22,7206.700195,7633.100098,7198.000000,7504.700195,7504.700195,832546
2019-04-23,7504.700195,7649.500000,7310.000000,7414.600098,7414.600098,960591
2019-04-24,7414.600098,7500.000000,6829.000000,7035.000000,7035.000000,1063596
2019-04-25,7035.000000,7227.799805,6801.000000,6964.799805,6964.799805,1189461
2019-04-26,6964.799805,7093.100098,6938.799805,7058.299805,7058.299805,286688
2019-04-27,7027.100098,7052.000000,6906.399902,6987.600098,6987.600098,600380
2019-04-28,6987.600098,7000.000000,6798.799805,6919.899902,6919.899902,524182
2019-04-30,6919.899902,7091.899902,6902.799805,7038.000000,7038.000000,292575
